chr	start	stop	name	mrF-L5-s1_S10	mrF-L5-s2_S11	mrF-L5-s3_S12	mrF-L5-t1_S7	mrF-L5-t2_S8	mrF-L5-t3_S9	mrF-N12-s1_S4	mrF-N12-s2_S5	mrF-N12-s3_S6	mrF-N12-t1_S1	mrF-N12-t2_S2	mrF-N12-t3_S3	mrM-L5-s1_S22	mrM-L5-s2_S23	mrM-L5-s3_S24	mrM-L5-t1_S19	mrM-L5-t2_S20	mrM-L5-t3_S21	mrM-N12-s1_S16	mrM-N12-s2_S17	mrM-N12-s3_S18	mrM-N12-t1_S13	mrM-N12-t2_S14	mrM-N12-t3_S15	
chr10	2716234	2717234	Amillepora16994	58	67	50	58	33	74	18	30	20	27	2	20	68	37	23	35	20	34	58	21	27	31	26	49
chr10	2724322	2725322	Amillepora16995	5	3	0	0	0	0	2	0	0	0	0	0	8	3	1	1	2	3	5	5	2	3	1	1
chr10	2828435	2829435	Amillepora17006	162	107	183	125	123	162	0	0	0	0	0	2	38	38	24	37	12	37	4	2	1	0	4	6
chr10	2817022	2818022	Amillepora17005	24	5	0	2	0	0	1	0	2	4	2	1	4	2	2	2	1	4	8	2	2	4	1	3
chr10	2802259	2803259	Amillepora17002	28	9	0	0	0	0	0	0	0	0	3	0	8	3	5	5	4	3	5	0	0	1	1	4
chr10	2852773	2853773	Amillepora17007	3	2	2	0	0	0	0	0	0	0	0	0	8	1	0	4	0	2	6	1	0	2	3	1
chr10	2864468	2865468	Amillepora17009	14	12	10	1	5	8	5	2	3	4	1	1	29	36	17	37	12	38	16	11	4	13	10	17
chr10	2881514	2882514	Amillepora17010	8	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	1	2	6	1	1	2	0	4
chr10	2803282	2804282	Amillepora17001	39	6	0	2	0	0	2	0	0	2	1	0	10	4	4	2	0	3	7	1	2	2	0	3
chr10	2817631	2818631	Amillepora17004	14	3	3	2	0	1	1	1	2	5	1	3	15	3	5	6	6	6	8	3	4	7	3	3
chr10	2862387	2863387	Amillepora17008	4	0	0	0	0	0	0	0	0	0	0	0	9	7	3	3	0	3	5	1	3	2	2	2
chr10	2942018	2943018	Amillepora17016	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	1	2	2	0	0	1	0	1
chr10	2888310	2889310	Amillepora17011	10	5	0	4	0	0	6	0	1	2	2	0	5	5	2	2	0	5	10	0	1	4	1	2
chr10	2983500	2984500	Amillepora17021	14	4	0	3	0	4	2	0	0	2	0	0	10	7	5	7	2	1	13	0	3	4	5	5
chr10	2972457	2973457	Amillepora17018	8	0	0	1	0	0	0	0	0	1	0	1	18	4	5	3	4	6	7	2	3	7	3	13
chr10	2961742	2962742	Amillepora17017	1	0	0	2	0	0	0	0	0	0	0	0	8	10	9	7	6	8	6	6	2	5	3	7
chr10	2935245	2936245	Amillepora17015	1	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	0	1	1	2	0	0	0	0
chr10	2914146	2915146	Amillepora17013	8	0	0	0	0	0	0	0	0	0	2	0	4	1	0	1	1	0	1	0	1	1	1	5
chr10	2923013	2924013	Amillepora17014	4	0	0	0	0	0	1	0	0	0	0	0	8	2	1	0	2	0	4	0	0	3	1	3
chr10	2899612	2900612	Amillepora17012	2	0	0	0	0	0	0	0	0	0	0	0	6	2	0	2	0	0	4	0	1	0	0	1
chr10	3029333	3030333	Amillepora17028	16	0	0	0	0	0	0	0	0	0	1	1	0	5	1	2	5	5	5	1	1	4	1	3
chr10	2971541	2972541	Amillepora17019	18	3	0	0	0	3	1	0	0	0	0	2	23	14	4	9	2	9	9	5	1	5	3	19
chr10	3012827	3013827	Amillepora17025	22	13	1	2	0	2	6	1	0	1	0	1	18	8	5	6	3	6	10	1	2	5	0	11
chr10	2979664	2980664	Amillepora17022	116	55	52	70	24	83	97	45	33	58	53	58	197	170	105	123	93	144	92	50	55	71	49	101
chr10	3013574	3014574	Amillepora17023	9	6	0	0	0	0	0	0	0	1	0	0	9	6	1	1	2	4	5	0	1	4	1	5
chr10	3045184	3046184	Amillepora17026	6	0	0	0	0	0	2	0	0	0	0	0	7	1	1	4	1	3	4	0	1	2	0	0
chr10	3058727	3059727	Amillepora17030	4	0	0	2	0	0	2	0	0	0	4	3	4	4	2	2	2	2	6	1	3	3	2	7
chr10	3055302	3056302	Amillepora17029	55	12	0	2	0	0	7	2	2	2	0	2	8	4	0	2	3	2	5	0	3	1	1	3
chr10	3150460	3151460	Amillepora17036	8	0	0	1	0	0	0	0	0	0	1	0	4	4	0	1	2	2	5	0	1	4	1	4
chr10	3164364	3165364	Amillepora17037	13	5	0	3	0	0	3	1	5	1	1	1	18	27	10	15	10	10	12	8	7	3	8	15
chr10	3134649	3135649	Amillepora17035	13	2	2	0	0	0	0	0	0	0	2	0	7	1	3	4	0	2	6	1	2	1	0	1
chr10	3124290	3125290	Amillepora17033	2	2	0	0	0	0	0	0	0	0	0	0	7	1	4	4	2	2	6	0	3	1	2	6
chr10	3142725	3143725	Amillepora17034	12	0	0	1	0	0	0	0	0	0	0	0	9	2	0	5	2	4	5	0	1	1	0	5
chr10	3095196	3096196	Amillepora17031	223	84	87	95	71	97	71	31	14	40	31	30	118	57	34	52	17	44	46	2	6	12	5	14
chr10	3247906	3248906	Amillepora17044	2	0	0	2	0	0	0	0	0	0	0	0	8	7	3	3	2	3	16	2	0	5	5	11
chr10	3212999	3213999	Amillepora17041	34	29	10	13	21	9	4	8	4	11	6	11	60	64	34	51	29	43	37	24	22	32	21	46
chr10	3203196	3204196	Amillepora17040	10	3	0	0	2	0	0	0	0	0	0	0	5	4	6	4	1	1	7	1	0	1	3	0
chr10	3194652	3195652	Amillepora17038	7	0	0	0	0	0	0	0	0	0	0	3	5	2	0	2	0	1	5	0	0	1	1	6
chr10	3221638	3222638	Amillepora17042	11	3	0	2	0	0	2	0	0	4	0	0	6	4	1	3	2	0	7	3	0	5	0	6
chr10	3211306	3212306	Amillepora17039	9	6	5	6	4	7	2	6	2	5	1	4	16	10	4	7	9	3	11	1	2	1	3	3
chr10	3235175	3236175	Amillepora17043	7	1	0	0	0	0	0	0	0	0	0	2	5	1	0	0	1	0	3	0	1	1	1	3
chr10	3273878	3274878	Amillepora17045	44	0	0	2	0	0	6	0	0	0	0	2	6	1	2	4	0	3	8	1	2	4	1	6
chr10	3313135	3314135	Amillepora17047	122	91	96	74	69	139	53	76	39	58	62	56	93	86	49	54	48	88	63	28	38	49	26	72
chr10	3279364	3280364	Amillepora17046	72	67	53	51	33	79	19	85	83	79	14	28	73	41	25	32	24	36	97	42	53	50	41	110
chr10	3327236	3328236	Amillepora17049	856	653	1070	1003	824	1161	722	860	793	710	998	797	227	145	120	161	99	220	101	54	60	73	73	114
chr10	3325957	3326957	Amillepora17048	257	119	112	179	135	194	77	36	38	51	68	44	199	139	105	110	88	143	114	43	55	60	54	85
chr10	3479889	3480889	Amillepora17058	5	2	0	0	0	0	0	0	0	0	0	0	6	3	1	6	4	3	3	1	1	0	3	3
chr10	3407341	3408341	Amillepora17054	5	2	1	1	0	1	2	5	2	2	4	4	11	18	8	14	10	10	11	17	15	18	10	36
chr10	3473797	3474797	Amillepora17057	8	0	0	0	0	0	0	0	0	0	0	0	10	1	3	4	0	6	5	0	1	2	0	2
chr10	3436961	3437961	Amillepora17055	4	0	0	0	0	2	0	0	0	0	0	0	7	3	6	6	3	3	9	4	4	4	4	12
chr10	3354447	3355447	Amillepora17050	3	0	2	2	0	0	0	0	0	2	0	0	9	3	2	8	1	15	8	3	7	2	5	7
chr10	3394961	3395961	Amillepora17051	32	26	8	18	15	11	6	6	4	4	12	10	40	46	31	29	32	34	24	32	22	17	27	38
chr10	3402886	3403886	Amillepora17053	18	6	4	0	5	2	7	5	2	10	6	3	22	27	11	7	6	17	19	18	24	18	15	36
chr10	3519576	3520576	Amillepora17060	44	12	2	9	6	9	6	3	0	3	9	6	24	25	16	12	9	12	14	5	6	7	11	19
chr10	3503292	3504292	Amillepora17059	14	4	1	13	4	5	3	9	7	3	4	8	72	88	43	48	47	68	63	43	52	47	37	110
chr10	3548963	3549963	Amillepora17064	11	0	0	1	0	2	5	0	1	5	0	0	26	18	14	15	11	8	12	6	15	15	14	24
chr10	3568079	3569079	Amillepora17066	1	0	0	1	0	3	4	5	4	1	6	2	19	24	9	8	6	15	8	8	9	11	11	22
chr10	3523542	3524542	Amillepora17061	21	8	0	4	0	0	6	2	0	2	0	1	11	3	2	5	0	2	8	1	0	1	1	2
chr10	3557612	3558612	Amillepora17065	17	1	0	0	0	0	2	0	1	0	0	0	1	2	2	2	0	2	3	0	1	1	0	1
chr10	3576199	3577199	Amillepora17067	1	2	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0	2	2	0	1	2	0	2
chr10	3525753	3526753	Amillepora17062	3	4	0	4	0	0	0	0	0	2	1	1	1	2	1	1	0	1	4	1	1	2	1	3
chr10	3614813	3615813	Amillepora17068	20	11	0	1	0	0	7	1	0	3	2	6	7	6	0	4	3	3	8	6	6	4	7	9
chr10	3620826	3621826	Amillepora17069	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	1	2	1	0	2	4	0	0
chr10	3780162	3781162	Amillepora17072	17	0	0	4	0	0	0	0	0	2	0	0	3	2	1	1	0	2	5	1	0	1	1	1
chr10	3778694	3779694	Amillepora17071	4	4	6	2	4	5	0	1	0	0	2	1	24	19	17	8	10	20	19	5	5	9	9	30
chr10	3773178	3774178	Amillepora17070	9	1	1	2	2	3	10	13	13	10	28	16	107	89	65	70	64	119	116	57	74	62	87	146
chr10	3857871	3858871	Amillepora17080	31	14	5	13	9	16	11	8	5	5	6	4	6	4	3	6	0	6	4	0	1	3	3	3
chr10	3839225	3840225	Amillepora17077	10	4	0	1	0	1	3	0	1	0	4	3	7	6	4	5	4	0	9	5	4	2	4	9
chr10	3858807	3859807	Amillepora17079	17	1	1	0	0	0	7	0	0	0	5	2	18	11	5	10	5	8	27	5	8	14	9	19
chr10	3839995	3840995	Amillepora17076	0	0	0	0	1	0	1	0	0	0	0	0	18	7	6	9	5	4	3	1	2	5	1	3
chr10	3792688	3793688	Amillepora17074	5	1	0	0	0	0	0	0	0	0	0	1	5	0	0	3	2	0	5	0	0	0	0	3
chr10	3815876	3816876	Amillepora17075	4	0	0	0	0	0	0	1	0	0	2	0	3	3	1	2	0	0	8	2	0	1	0	2
chr10	3788249	3789249	Amillepora17073	9	2	0	0	0	0	4	0	0	0	0	0	0	1	2	1	2	2	5	0	0	0	0	2
chr10	3932694	3933694	Amillepora17084	4	26	19	10	9	44	2	15	15	14	7	7	42	61	36	32	33	70	49	26	29	31	46	60
chr10	3947249	3948249	Amillepora17088	166	109	15	32	32	32	80	28	13	20	42	58	42	21	17	25	13	18	17	8	9	9	8	13
chr10	3917869	3918869	Amillepora17082	7	7	21	10	13	30	0	0	0	0	1	0	3	4	2	7	2	6	5	0	6	1	2	1
chr10	3943752	3944752	Amillepora17087	48	5	0	6	1	1	8	0	0	0	4	4	15	10	5	7	4	4	17	3	11	8	11	14
chr10	3938568	3939568	Amillepora17086	62	47	51	17	16	48	11	7	15	6	23	2	38	46	24	29	21	41	44	25	34	32	34	63
chr10	3969072	3970072	Amillepora17091	21	29	17	17	15	11	13	22	38	24	12	20	41	59	46	57	47	36	28	32	41	24	29	41
chr10	3930575	3931575	Amillepora17083	139	89	129	92	112	185	44	65	82	62	100	71	58	60	44	45	55	62	71	56	49	43	51	108
chr10	3893628	3894628	Amillepora17081	0	4	2	1	0	0	2	2	1	1	1	0	23	22	26	27	13	22	16	6	5	10	10	10
chr10	3957773	3958773	Amillepora17089	3	4	0	7	0	0	2	0	0	0	0	4	4	4	1	1	0	2	6	0	2	3	1	6
chr10	3968584	3969584	Amillepora17090	6	3	1	1	0	2	6	1	2	5	4	2	15	19	20	26	21	9	12	13	13	10	8	18
chr10	3939403	3940403	Amillepora17085	3	3	2	1	0	2	0	0	0	2	3	0	7	3	6	4	3	1	13	2	3	5	1	2
chr10	4068777	4069777	Amillepora17099	75	13	12	4	2	2	3	13	11	14	8	7	26	30	19	13	13	26	38	30	33	29	37	65
chr10	4076027	4077027	Amillepora17100	11	3	0	0	0	0	0	0	0	0	0	0	28	13	10	18	12	14	26	14	7	11	15	21
chr10	4079956	4080956	Amillepora17101	1	1	0	0	0	0	0	0	0	0	0	0	12	12	9	4	5	4	11	10	8	12	5	16
chr10	4063752	4064752	Amillepora17098	16	1	3	0	0	1	3	0	0	1	0	0	10	3	2	5	0	1	4	0	2	1	1	3
chr10	3997189	3998189	Amillepora17092	2	1	0	1	0	0	4	0	0	1	0	0	0	1	0	0	0	1	2	0	1	1	3	1
chr10	4039769	4040769	Amillepora17096	100	62	24	39	30	47	36	9	6	15	18	25	29	13	9	15	10	11	19	7	3	6	5	11
chr10	4036127	4037127	Amillepora17095	17	11	2	5	7	17	4	7	1	6	1	3	5	7	2	6	5	6	3	0	5	2	1	8
chr10	4054112	4055112	Amillepora17097	123	67	106	104	61	92	64	65	17	93	109	55	78	59	23	46	36	45	55	25	32	33	37	69
chr10	4131379	4132379	Amillepora17106	10	3	0	2	0	2	11	2	0	1	6	13	118	132	67	99	60	100	113	64	89	91	67	129
chr10	4166654	4167654	Amillepora17110	23	4	0	0	1	0	2	0	0	0	2	2	4	3	0	3	0	0	1	0	1	1	3	3
chr10	4105423	4106423	Amillepora17103	18	4	0	0	0	0	0	1	0	2	0	0	3	3	4	1	1	1	4	1	0	1	0	8
chr10	4147079	4148079	Amillepora17108	0	0	0	0	0	0	1	0	0	0	0	0	4	1	2	1	1	3	4	0	0	1	2	5
chr10	4131207	4132207	Amillepora17105	12	5	0	1	1	4	15	2	0	3	9	14	145	159	85	122	71	127	134	70	102	97	77	150
chr10	4098966	4099966	Amillepora17102	15	0	0	0	0	0	2	0	0	0	0	2	4	0	0	1	2	2	7	0	0	1	1	5
chr10	4138811	4139811	Amillepora17107	18	4	0	2	0	0	2	0	0	1	0	0	5	2	1	6	3	2	4	2	1	3	1	4
chr10	4167509	4168509	Amillepora17109	12	1	0	0	0	0	1	0	0	0	1	1	4	1	2	1	0	2	6	0	0	1	0	2
chr10	4273397	4274397	Amillepora17117	9	4	0	0	0	0	2	0	0	0	4	0	3	2	0	7	0	2	5	3	0	0	3	4
chr10	4254100	4255100	Amillepora17115	5	1	0	0	0	0	0	0	0	0	1	0	2	3	1	4	1	1	3	1	3	2	0	3
chr10	4268268	4269268	Amillepora17116	18	8	7	5	2	2	39	8	8	6	37	19	32	18	5	17	15	9	28	14	10	18	27	32
chr10	4246133	4247133	Amillepora17114	2	0	0	1	1	0	4	0	0	0	0	1	8	9	3	5	3	3	1	0	0	5	0	5
chr10	4221011	4222011	Amillepora17113	10	0	0	0	0	0	0	0	0	0	0	1	5	2	1	2	2	1	4	1	1	0	1	3
chr10	4192579	4193579	Amillepora17111	5	1	2	0	0	0	0	0	0	0	0	0	3	1	2	2	2	7	3	5	0	2	1	5
chr10	4213505	4214505	Amillepora17112	17	0	3	0	0	0	2	0	0	0	2	0	6	3	2	1	1	2	3	1	3	0	0	1
chr10	4311747	4312747	Amillepora17120	894	633	742	709	659	775	74	50	19	35	49	54	104	111	109	92	79	125	21	9	5	10	12	15
chr10	4314255	4315255	Amillepora17121	541	443	226	291	258	392	23	41	87	23	51	25	275	356	243	233	216	345	36	19	29	23	25	64
chr10	4289128	4290128	Amillepora17118	649	387	293	457	277	489	107	129	108	149	64	108	305	253	164	188	140	235	84	39	45	49	31	98
chr10	4293113	4294113	Amillepora17119	302	181	244	237	143	293	294	139	61	164	259	181	141	94	71	103	74	101	119	50	85	82	53	116
chr10	4456857	4457857	Amillepora17133	0	0	0	0	0	0	0	0	0	0	0	0	68	60	61	58	44	70	69	23	45	36	47	71
chr10	4470968	4471968	Amillepora17134	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
chr10	4417546	4418546	Amillepora17130	6	0	0	0	0	0	0	0	0	0	2	0	4	2	1	3	0	1	7	0	2	4	2	6
chr10	4403755	4404755	Amillepora17129	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	2	0	0	1	0	2
chr10	4433375	4434375	Amillepora17131	164	99	32	67	18	49	44	18	11	8	48	36	25	11	12	7	6	16	21	10	11	9	14	19
chr10	4378806	4379806	Amillepora17127	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
chr10	4340968	4341968	Amillepora17124	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	1	4	3	0	0	0	0	0
chr10	4333983	4334983	Amillepora17123	12	5	0	0	1	2	2	0	0	2	0	0	8	4	10	3	2	5	14	2	4	4	9	5
chr10	4321365	4322365	Amillepora17122	11	0	0	0	0	2	0	0	0	0	0	0	2	2	1	3	0	2	6	0	1	2	0	2
chr10	4353798	4354798	Amillepora17125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
chr10	4366305	4367305	Amillepora17126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
chr10	4388008	4389008	Amillepora17128	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	1	0	0	5	0	1	0	0	2
chr10	4441113	4442113	Amillepora17132	6	2	0	0	0	0	14	24	18	26	23	17	8	6	9	3	2	5	27	20	41	14	23	49
chr10	4526503	4527503	Amillepora17139	5	0	0	2	0	0	0	0	2	0	0	0	4	1	0	1	3	1	3	3	0	0	0	0
chr10	4501687	4502687	Amillepora17135	19	6	0	0	0	0	2	0	0	0	1	0	6	1	1	2	0	2	1	0	0	0	1	1
chr10	4508917	4509917	Amillepora17136	6	0	1	0	0	0	1	0	0	0	0	0	3	1	1	2	3	3	4	0	0	0	1	2
chr10	4533205	4534205	Amillepora17140	47	16	0	2	0	0	8	0	0	3	3	1	5	2	0	4	1	1	3	1	1	2	3	4
chr10	4519972	4520972	Amillepora17137	1	0	0	0	0	0	0	0	0	0	0	0	1	2	1	5	0	1	3	0	1	1	0	1
chr10	4522247	4523247	Amillepora17138	3	0	0	0	0	0	0	0	0	0	0	0	4	1	1	2	1	1	5	0	0	2	0	3
chr10	4652344	4653344	Amillepora17146	7	1	0	0	0	2	2	0	0	4	4	2	9	3	2	6	1	5	7	1	2	2	1	6
chr10	4597484	4598484	Amillepora17144	7	0	0	0	2	0	2	0	1	0	0	0	4	9	0	1	3	1	5	0	1	5	0	3
chr10	4575742	4576742	Amillepora17143	4	3	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	2	0	0	0	1	1
chr10	4536135	4537135	Amillepora17141	71	33	10	27	16	32	42	16	10	23	28	19	22	6	4	7	12	6	25	15	14	24	13	35
chr10	4557028	4558028	Amillepora17142	20	6	2	2	4	0	7	2	0	3	3	4	16	19	9	12	14	17	11	5	11	6	7	13
chr10	4671155	4672155	Amillepora17147	7	0	0	0	0	1	0	0	1	2	0	0	8	4	2	3	2	0	7	1	3	1	2	3
chr10	4755962	4756962	Amillepora17156	12	0	0	0	0	0	0	0	0	2	0	0	6	1	2	0	0	2	5	0	1	1	2	1
chr10	4728001	4729001	Amillepora17153	17	7	0	6	0	1	6	2	0	4	4	3	27	7	4	17	11	12	26	5	8	6	7	12
chr10	4744973	4745973	Amillepora17154	3	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	1	4	2	0	0	1	2	2
chr10	4750064	4751064	Amillepora17155	1	1	0	0	0	1	0	0	0	0	2	0	3	5	1	3	2	1	4	1	2	0	1	3
chr10	4728809	4729809	Amillepora17150	6	1	0	0	0	0	0	0	0	0	0	0	4	2	0	7	1	2	5	2	2	0	2	3
chr10	4811906	4812906	Amillepora17161	6	0	0	0	0	4	2	0	0	2	5	0	13	3	2	5	0	1	8	0	2	1	3	10
chr10	4797149	4798149	Amillepora17159	21	10	2	6	1	4	15	31	11	15	10	21	60	54	35	52	50	56	51	24	26	34	33	46
chr10	4779773	4780773	Amillepora17158	16	2	0	2	0	0	3	0	0	0	2	2	5	3	2	3	1	1	7	1	1	1	1	1
chr10	4963002	4964002	Amillepora17186	45	7	3	3	0	0	0	1	0	1	0	0	5	3	2	0	1	8	0	0	0	0	0	0
chr10	4980841	4981841	Amillepora17187	18	12	0	10	12	2	14	14	6	10	20	16	4	3	1	7	1	2	3	0	1	2	1	3
chr10	4857747	4858747	Amillepora17162	37	23	25	23	23	27	17	9	13	24	18	13	128	110	74	86	71	105	64	52	62	53	43	96
chr10	4981752	4982752	Amillepora17188	30	24	1	17	17	9	46	55	38	59	87	60	5	5	1	2	4	3	14	7	21	13	8	24
chr10	4987726	4988726	Amillepora17189	8	11	10	7	10	15	9	4	2	6	9	6	50	50	34	38	35	44	56	36	35	28	39	71
chr10	5008360	5009360	Amillepora17193	2	0	0	0	0	0	0	0	0	0	0	0	6	2	3	5	2	5	2	4	8	0	3	4
chr10	5062870	5063870	Amillepora17197	119	89	71	109	102	106	109	108	69	74	127	93	99	137	87	79	80	148	71	72	60	62	84	118
chr10	4993157	4994157	Amillepora17190	98	73	100	104	89	124	108	120	108	105	139	127	46	55	22	36	36	47	67	45	55	54	56	92
chr10	5077630	5078630	Amillepora17198	2	2	4	1	2	4	1	1	2	2	4	0	5	8	7	4	7	11	5	1	1	3	5	13
chr10	5003680	5004680	Amillepora17192	14	4	5	6	0	0	4	10	1	9	9	11	6	8	4	3	4	8	3	1	0	1	2	3
chr10	5003096	5004096	Amillepora17191	9	6	6	8	2	1	8	10	1	9	15	13	9	12	13	5	5	11	5	2	1	2	3	11
chr10	5159365	5160365	Amillepora17200	134	85	68	110	60	80	93	59	42	62	101	65	45	47	31	40	31	62	39	38	45	33	36	79
chr10	5086446	5087446	Amillepora17199	51	21	75	71	59	78	34	59	69	43	60	37	31	38	31	30	25	31	37	25	31	35	24	44
chr10	5289833	5290833	Amillepora17201	4	5	3	6	2	2	2	4	0	5	4	8	15	25	14	19	14	26	19	10	13	11	16	22
chr10	5438736	5439736	Amillepora17207	94	65	44	51	48	51	27	14	5	18	32	23	16	13	8	11	7	10	8	7	7	10	4	7
chr10	5361150	5362150	Amillepora17203	3	1	0	1	0	0	3	45	28	33	1	4	5	1	1	2	2	1	10	7	3	7	1	9
chr10	5485032	5486032	Amillepora17209	6	0	0	0	0	0	3	0	0	2	2	2	0	3	0	0	0	1	8	1	2	1	1	5
chr10	5385969	5386969	Amillepora17204	349	340	463	403	372	528	268	274	227	213	321	242	337	416	318	258	262	456	155	170	191	124	180	252
chr10	5485887	5486887	Amillepora17210	10	0	0	0	1	2	6	2	0	0	6	0	2	12	5	0	2	9	4	3	3	3	2	6
chr10	5486570	5487570	Amillepora17211	3	0	6	0	2	2	0	0	0	0	0	0	4	2	1	2	1	5	6	4	2	4	1	5
chr10	5457401	5458401	Amillepora17208	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1
chr10	5521807	5522807	Amillepora17212	3	5	0	2	1	4	0	0	3	1	1	3	22	5	2	8	8	14	15	1	2	6	2	5
chr10	5580201	5581201	Amillepora17213	12	0	0	0	0	0	4	0	0	2	6	0	5	1	0	2	1	2	2	1	2	2	1	3
chr10	5672177	5673177	Amillepora17218	115	22	4	8	1	0	4	0	0	6	2	4	2	1	2	0	1	0	3	0	1	2	2	1
chr10	5673710	5674710	Amillepora17219	102	32	1	15	3	10	11	0	0	2	3	0	5	6	2	4	3	7	2	5	5	2	1	4
chr10	5649535	5650535	Amillepora17217	1	3	0	1	0	1	0	0	0	0	1	0	9	5	7	13	5	12	9	5	4	7	11	11
chr10	5752686	5753686	Amillepora17227	3	2	1	3	4	5	4	5	11	11	2	8	16	17	22	19	13	19	11	12	15	14	18	29
chr10	5750019	5751019	Amillepora17225	7	4	5	6	7	10	6	16	5	5	1	8	54	47	39	41	35	46	26	22	29	23	24	49
chr10	5751605	5752605	Amillepora17226	5	6	11	2	7	1	10	16	15	9	12	3	9	10	4	4	2	8	7	2	11	11	4	16
chr10	5740724	5741724	Amillepora17222	169	272	148	179	179	255	235	149	142	264	233	257	72	53	30	52	38	56	86	43	58	70	61	138
chr10	5771833	5772833	Amillepora17228	4	0	0	2	0	1	0	4	2	4	11	3	6	18	7	5	4	12	18	10	16	9	22	25
chr10	5749212	5750212	Amillepora17224	8	3	0	2	2	0	4	0	0	2	2	0	4	3	6	4	0	2	6	6	6	1	5	16
chr10	5849283	5850283	Amillepora17234	58	48	32	29	14	45	46	31	17	40	66	33	59	58	51	45	57	64	70	61	59	52	54	118
chr10	5823675	5824675	Amillepora17233	228	130	125	147	180	131	141	135	101	111	180	175	85	57	42	59	38	68	65	50	54	51	61	99
chr10	5795418	5796418	Amillepora17231	66	44	44	41	45	56	29	34	46	17	41	31	44	45	39	34	24	51	33	37	39	30	42	81
chr10	5784390	5785390	Amillepora17229	34	40	55	52	49	53	16	18	13	9	29	24	18	26	9	15	12	19	26	6	11	19	13	20
chr10	5813518	5814518	Amillepora17232	7	6	19	1	7	9	6	12	28	11	2	3	135	139	96	105	74	145	86	70	81	74	75	142
chr10	5786688	5787688	Amillepora17230	0	6	5	5	6	3	2	6	2	7	2	1	3	3	0	4	2	4	1	2	1	4	1	8
chr10	5857448	5858448	Amillepora17235	147	95	70	84	41	65	72	31	25	38	63	38	49	47	28	36	37	54	27	15	22	29	20	41
chr10	5929585	5930585	Amillepora17241	18	6	3	2	2	5	7	0	1	6	11	5	17	22	11	16	14	26	11	5	3	6	11	16
chr10	5953210	5954210	Amillepora17243	17	3	0	0	4	6	0	0	0	0	0	0	7	4	2	4	6	7	1	2	1	0	0	3
chr10	5901397	5902397	Amillepora17238	264	166	255	252	242	309	77	115	80	96	134	101	54	50	18	39	39	39	25	13	9	18	19	37
chr10	5890984	5891984	Amillepora17237	194	137	136	165	127	214	87	123	88	96	154	82	77	81	54	59	65	91	44	46	45	39	59	118
chr10	5937301	5938301	Amillepora17242	6	0	1	0	0	0	11	1	2	2	7	3	24	27	8	20	18	18	34	24	14	17	22	33
chr10	6049726	6050726	Amillepora17250	177	130	173	198	174	218	113	148	101	120	164	114	114	180	124	115	110	167	96	82	79	71	92	175
chr10	6054155	6055155	Amillepora17251	2	0	2	0	0	0	11	16	14	10	11	8	1	3	0	2	2	1	3	1	1	3	1	4
chr10	6013873	6014873	Amillepora17245	11	10	2	2	2	4	4	5	1	2	5	3	18	21	19	17	14	21	15	9	9	11	12	27
chr10	6043095	6044095	Amillepora17248	6	0	0	0	0	0	4	0	1	5	2	2	7	5	2	4	1	6	14	4	9	18	12	14
chr10	6078948	6079948	Amillepora17253	173	160	100	120	105	128	32	5	7	11	25	17	121	130	113	92	104	135	47	35	36	39	22	59
chr10	6089573	6090573	Amillepora17254	3	7	1	3	1	6	3	0	0	1	3	2	36	20	10	7	15	20	17	14	6	7	12	21
chr10	6057377	6058377	Amillepora17252	0	1	0	0	0	0	4	2	1	2	3	1	2	1	1	0	0	0	2	0	4	1	3	4
chr10	6044540	6045540	Amillepora17249	7	3	3	1	0	1	4	4	1	3	0	4	5	3	1	2	2	5	12	4	0	3	2	11
chr10	6211854	6212854	Amillepora17261	33	20	24	24	20	30	13	8	9	12	9	12	11	3	3	2	9	2	5	0	2	1	2	8
chr10	6158171	6159171	Amillepora17259	4	3	2	0	0	0	8	5	6	16	19	18	31	31	18	27	25	37	36	17	19	20	22	40
chr10	6188585	6189585	Amillepora17260	2	3	1	0	0	0	17	2	9	19	30	23	31	27	21	24	17	37	21	24	19	30	19	41
chr10	6268394	6269394	Amillepora17262	18	7	20	13	10	15	14	25	28	19	21	12	16	5	10	9	8	13	6	5	2	5	3	2
chr10	6382387	6383387	Amillepora17269	9	0	4	0	0	0	0	2	2	3	2	3	9	4	3	10	5	8	16	3	2	7	4	7
