# Program:featureCounts v1.6.3; Command:"/work/02260/grovesd/stampede2/subread-1.6.3-source/bin/featureCounts" "-a" "/work/02260/grovesd/lonestar/Amil_Zach_Fullers_v2.00/Amil.coding.gff3" "-t" "gene" "-g" "ID" "-o" "rnaseq_gene_counts.txt" "-T" "64" "--primary" "L5-S1_S216_host.bam" "L5-S2_S217_host.bam" "L5-S3_S218_host.bam" "L5-T1_S222_host.bam" "L5-T2_S223_host.bam" "L5-T3_S224_host.bam" "N12-S1_S219_host.bam" "N12-S2_S220_host.bam" "N12-S3_S221_host.bam" "N12-T1_S225_host.bam" "N12-T2_S226_host.bam" "N12-T3_S227_host.bam" 
Geneid	Chr	Start	End	Strand	Length	L5-S1_S216_host.bam	L5-S2_S217_host.bam	L5-S3_S218_host.bam	L5-T1_S222_host.bam	L5-T2_S223_host.bam	L5-T3_S224_host.bam	N12-S1_S219_host.bam	N12-S2_S220_host.bam	N12-S3_S221_host.bam	N12-T1_S225_host.bam	N12-T2_S226_host.bam	N12-T3_S227_host.bam
Amillepora17079	chr10	3856180	3858807	-	2628	114	71	106	108	102	148	137	125	104	140	141	136
Amillepora17076	chr10	3832964	3839995	-	7032	7	6	7	11	9	14	8	7	4	6	5	1
Amillepora17074	chr10	3791470	3792688	-	1219	10	7	10	7	13	20	7	7	3	10	15	9
Amillepora17075	chr10	3815049	3815876	-	828	13	13	12	14	13	22	27	26	16	41	31	35
Amillepora17073	chr10	3785466	3788249	-	2784	14	13	8	12	14	23	2	7	2	6	7	6
Amillepora17084	chr10	3933694	3938416	+	4723	148	83	108	162	156	177	106	106	83	90	74	123
Amillepora17088	chr10	3948249	3950757	+	2509	10	9	14	13	15	17	2	6	4	2	2	4
Amillepora17082	chr10	3918869	3922921	+	4053	0	3	2	2	0	1	0	0	0	0	0	1
Amillepora17087	chr10	3944752	3946731	+	1980	3	4	8	4	7	3	2	4	1	9	2	1
Amillepora17086	chr10	3939568	3943334	+	3767	22	17	16	28	21	37	21	22	22	23	18	29
Amillepora17091	chr10	3970072	3972814	+	2743	2	1	2	3	6	2	0	5	1	6	0	2
Amillepora17083	chr10	3927126	3930575	-	3450	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17081	chr10	3871208	3893628	-	22421	65	39	48	63	77	92	37	42	28	27	29	35
Amillepora17089	chr10	3950919	3957773	-	6855	43	30	33	30	42	51	40	35	32	32	23	48
Amillepora17090	chr10	3960316	3968584	-	8269	29	21	28	32	41	47	34	28	22	38	26	35
Amillepora17085	chr10	3939107	3939403	-	297	34	21	25	34	11	23	15	11	16	20	11	21
Amillepora17099	chr10	4069777	4070890	+	1114	0	0	0	1	0	0	1	0	0	0	0	0
Amillepora17100	chr10	4077027	4079291	+	2265	0	0	1	0	1	1	12	11	6	13	5	16
Amillepora17101	chr10	4080956	4084735	+	3780	0	2	1	0	2	1	3	12	11	10	8	9
Amillepora17098	chr10	4064752	4066676	+	1925	0	0	0	0	0	2	0	0	1	3	2	2
Amillepora17092	chr10	3998189	3999674	+	1486	1	2	0	1	0	4	0	1	1	0	3	0
Amillepora17096	chr10	4038390	4039769	-	1380	4	0	0	2	1	1	4	4	5	4	5	6
Amillepora17095	chr10	4013132	4036127	-	22996	112	75	81	97	112	149	97	86	93	124	126	102
Amillepora17097	chr10	4048200	4054112	-	5913	134	87	87	107	137	216	57	56	59	55	68	53
Amillepora17106	chr10	4132379	4136057	+	3679	45	25	29	53	39	45	23	24	24	28	26	41
Amillepora17110	chr10	4167654	4179598	+	11945	43	28	26	46	71	78	21	18	20	23	19	14
Amillepora17103	chr10	4106423	4107431	+	1009	1	0	0	0	0	0	0	0	0	0	0	0
Amillepora17108	chr10	4148079	4149070	+	992	2	4	2	6	6	11	1	0	2	4	4	2
Amillepora17105	chr10	4126341	4131207	-	4867	24	14	21	24	20	26	24	20	12	27	31	42
Amillepora17102	chr10	4086528	4098966	-	12439	23	22	21	23	29	38	13	16	14	19	18	16
Amillepora17107	chr10	4136109	4138811	-	2703	28	22	20	40	35	41	20	27	25	24	27	39
Amillepora17109	chr10	4161107	4167509	-	6403	19	24	19	19	39	33	5	9	11	14	19	12
Amillepora17117	chr10	4274397	4278600	+	4204	50	42	32	41	38	66	39	45	42	48	47	39
Amillepora17115	chr10	4255100	4256664	+	1565	3	1	3	5	4	11	4	4	0	0	2	2
Amillepora17116	chr10	4269268	4271795	+	2528	32	25	15	24	27	43	17	14	8	12	24	12
Amillepora17114	chr10	4247133	4253139	+	6007	19	14	7	14	25	23	5	4	8	3	12	7
Amillepora17113	chr10	4222011	4240950	+	18940	26	39	19	27	31	69	16	11	12	20	22	7
Amillepora17111	chr10	4183400	4192579	-	9180	25	27	19	50	36	52	23	33	27	30	29	44
Amillepora17112	chr10	4202235	4213505	-	11271	34	26	21	49	31	56	13	14	9	4	12	9
Amillepora17120	chr10	4312747	4313391	+	645	0	0	0	0	1	0	0	0	0	0	0	1
Amillepora17121	chr10	4313431	4314255	-	825	0	1	1	0	0	1	0	0	0	0	0	0
Amillepora17118	chr10	4287382	4289128	-	1747	4	5	3	5	3	0	2	10	4	8	4	0
Amillepora17119	chr10	4289171	4293113	-	3943	23	26	29	32	28	37	14	9	10	10	19	22
Amillepora17133	chr10	4457857	4459543	+	1687	0	0	0	0	0	0	0	0	0	0	0	1
Amillepora17134	chr10	4471968	4473005	+	1038	3	1	0	1	2	3	0	1	0	0	0	1
Amillepora17130	chr10	4418546	4420636	+	2091	0	2	1	1	1	0	0	0	0	0	0	1
Amillepora17129	chr10	4404755	4414677	+	9923	1	0	1	2	5	0	0	2	0	0	0	0
Amillepora17131	chr10	4434375	4442684	+	8310	15	12	14	19	18	39	3	24	10	14	25	12
Amillepora17127	chr10	4379806	4381805	+	2000	1	2	0	0	3	3	3	4	3	4	3	2
Amillepora17124	chr10	4341968	4343955	+	1988	2	4	7	5	8	5	2	4	3	2	6	9
Amillepora17123	chr10	4334983	4336024	+	1042	1	1	0	1	2	0	0	1	0	2	2	1
Amillepora17122	chr10	4322365	4323251	+	887	1	1	0	1	1	2	0	6	2	1	4	6
Amillepora17125	chr10	4354798	4356841	+	2044	0	0	0	0	0	0	0	0	0	0	1	0
Amillepora17126	chr10	4367305	4369236	+	1932	0	0	1	0	2	1	0	0	0	0	0	0
Amillepora17128	chr10	4389008	4391723	+	2716	1	0	3	2	1	1	2	2	2	2	6	2
Amillepora17132	chr10	4439551	4441113	-	1563	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17139	chr10	4527503	4528350	+	848	6	7	5	7	3	6	0	0	0	1	1	0
Amillepora17135	chr10	4502687	4505073	+	2387	1	0	0	0	1	0	1	0	1	4	1	0
Amillepora17136	chr10	4509917	4517677	+	7761	31	36	33	51	48	78	6	9	5	6	18	9
Amillepora17140	chr10	4531552	4533205	-	1654	2	7	3	6	2	4	2	3	4	1	1	2
Amillepora17137	chr10	4520972	4522629	+	1658	0	0	0	0	0	0	0	0	0	0	0	1
Amillepora17138	chr10	4523247	4523606	+	360	0	0	0	0	1	0	0	0	0	0	0	0
Amillepora17146	chr10	4653344	4665625	+	12282	46	41	36	52	62	61	32	33	26	40	49	42
Amillepora17144	chr10	4598484	4600471	+	1988	12	9	6	14	20	16	3	0	0	2	3	1
Amillepora17143	chr10	4576742	4597367	+	20626	55	39	47	51	61	62	16	37	25	22	28	38
Amillepora17141	chr10	4537135	4555083	+	17949	63	38	51	65	59	62	40	59	42	58	53	50
Amillepora17142	chr10	4558028	4574754	+	16727	45	29	31	36	45	44	24	24	25	35	40	17
Amillepora17147	chr10	4667899	4671155	-	3257	124	73	75	100	81	105	127	104	98	128	71	100
Amillepora17156	chr10	4756962	4760758	+	3797	49	36	41	69	45	33	101	58	59	86	49	63
Amillepora17153	chr10	4729001	4740061	+	11061	1779	1570	1459	1495	1620	3080	1693	2241	1177	1130	1377	1348
Amillepora17154	chr10	4745973	4750451	+	4479	0	1	0	0	0	0	0	0	0	0	0	1
Amillepora17155	chr10	4751064	4751876	+	813	0	0	0	1	0	0	0	0	0	0	0	0
Amillepora17150	chr10	4687165	4728809	-	41645	72	43	52	73	79	99	64	96	53	92	97	94
Amillepora17161	chr10	4803105	4811906	-	8802	11	4	5	8	8	8	14	9	13	9	11	12
Amillepora17159	chr10	4786528	4797149	-	10622	33	21	25	42	35	58	16	35	18	22	27	16
Amillepora17158	chr10	4774341	4779773	-	5433	16	10	11	13	11	17	14	14	9	11	10	15
Amillepora17186	chr10	4958030	4963002	-	4973	1	2	1	0	4	1	0	0	0	0	0	0
Amillepora17187	chr10	4964813	4980841	-	16029	8	12	21	18	22	31	6	9	8	9	6	7
Amillepora17162	chr10	4858747	4905640	+	46894	57	35	36	46	67	71	22	33	29	23	53	36
Amillepora17188	chr10	4980845	4981752	-	908	0	1	0	0	0	0	1	0	0	0	0	0
Amillepora17189	chr10	4988726	4990096	+	1371	1	0	0	0	0	0	0	1	0	0	0	0
Amillepora17193	chr10	5009360	5010745	+	1386	0	1	0	1	1	4	0	0	1	0	1	0
Amillepora17197	chr10	5063870	5066962	+	3093	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17190	chr10	4990614	4993157	-	2544	0	0	0	0	1	0	0	0	0	2	0	0
Amillepora17198	chr10	5073581	5077630	-	4050	3	2	1	2	0	0	3	1	1	0	1	0
Amillepora17192	chr10	5003156	5003680	-	525	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17191	chr10	5002578	5003096	-	519	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17200	chr10	5160365	5164399	+	4035	0	0	0	0	0	0	0	0	0	0	1	0
Amillepora17199	chr10	5087446	5091231	+	3786	1	1	0	0	0	2	0	0	0	0	4	1
Amillepora17201	chr10	5290833	5309242	+	18410	7	9	2	5	6	12	4	12	3	14	16	7
Amillepora17207	chr10	5439736	5444783	+	5048	0	0	1	0	0	0	0	0	0	0	1	0
Amillepora17203	chr10	5360473	5361150	-	678	2	0	0	0	4	3	2	1	3	3	1	3
Amillepora17209	chr10	5484511	5485032	-	522	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17204	chr10	5379605	5385969	-	6365	6	0	2	10	10	6	6	3	9	5	16	14
Amillepora17210	chr10	5485192	5485887	-	696	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17211	chr10	5485916	5486570	-	655	0	0	0	0	0	0	0	0	2	0	1	0
Amillepora17208	chr10	5458401	5468225	+	9825	0	0	2	3	1	7	7	3	5	5	8	8
Amillepora17212	chr10	5517195	5521807	-	4613	15	1	11	6	7	10	0	1	0	0	2	0
Amillepora17213	chr10	5581201	5581761	+	561	0	1	1	0	2	0	0	1	1	0	1	0
Amillepora17218	chr10	5654904	5672177	-	17274	23	21	22	24	27	45	19	19	24	21	23	18
Amillepora17219	chr10	5672247	5673710	-	1464	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17217	chr10	5648537	5649535	-	999	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17227	chr10	5751619	5752686	-	1068	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17225	chr10	5749243	5750019	-	777	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17226	chr10	5750698	5751605	-	908	0	0	0	0	0	0	2	0	1	0	0	0
Amillepora17222	chr10	5679821	5740724	-	60904	164	142	95	152	140	141	185	152	153	275	245	263
Amillepora17228	chr10	5772833	5777279	+	4447	0	1	0	0	0	1	0	0	0	0	0	0
Amillepora17224	chr10	5746281	5749212	-	2932	2	0	0	0	1	0	0	0	1	0	1	0
Amillepora17234	chr10	5847952	5849283	-	1332	0	1	0	0	0	1	0	0	0	0	0	0
Amillepora17233	chr10	5822572	5823675	-	1104	0	0	0	0	0	0	0	0	2	0	0	0
Amillepora17231	chr10	5792179	5795418	-	3240	0	1	1	0	0	0	0	0	0	0	0	0
Amillepora17229	chr10	5781823	5784390	-	2568	0	0	0	0	0	0	0	0	1	0	1	1
Amillepora17232	chr10	5810302	5813518	-	3217	1	2	5	1	4	5	1	4	2	1	2	4
Amillepora17230	chr10	5784398	5786688	-	2291	0	0	0	2	1	0	1	1	1	1	1	1
Amillepora17235	chr10	5856068	5857448	-	1381	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17241	chr10	5930585	5932429	+	1845	8	4	7	4	7	3	4	1	5	1	9	2
Amillepora17243	chr10	5954210	5955124	+	915	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17238	chr10	5902397	5903365	+	969	0	2	0	0	0	0	0	0	0	0	0	0
Amillepora17237	chr10	5891984	5893709	+	1726	1	0	0	3	1	1	0	0	0	0	0	0
Amillepora17242	chr10	5936672	5937301	-	630	0	0	0	1	0	2	0	1	3	0	0	1
Amillepora17250	chr10	6050726	6053137	+	2412	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17251	chr10	6055155	6055526	+	372	0	0	0	1	0	0	1	0	1	0	0	0
Amillepora17245	chr10	6014873	6016420	+	1548	2	3	0	2	2	1	1	2	1	2	4	2
Amillepora17248	chr10	6044095	6045353	+	1259	0	1	0	1	0	2	1	1	0	0	1	0
Amillepora17253	chr10	6074775	6078948	-	4174	1	2	5	1	3	2	0	1	3	2	1	4
Amillepora17254	chr10	6086524	6089573	-	3050	0	0	0	0	0	0	2	0	0	2	1	1
Amillepora17252	chr10	6056573	6057377	-	805	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17249	chr10	6045540	6047900	+	2361	1	0	0	0	0	0	1	0	1	0	0	1
Amillepora17261	chr10	6210325	6211854	-	1530	0	0	0	0	1	0	1	0	0	0	1	0
Amillepora17259	chr10	6156588	6158171	-	1584	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17260	chr10	6187002	6188585	-	1584	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17262	chr10	6266335	6268394	-	2060	15	6	6	17	21	13	0	0	0	0	0	0
Amillepora17269	chr10	6366160	6382387	-	16228	84	63	77	85	78	84	73	67	72	78	84	89
Amillepora17263	chr10	6302478	6305693	-	3216	1	0	0	0	0	1	0	1	0	0	0	0
Amillepora17271	chr10	6431376	6431780	+	405	3	4	3	3	2	2	2	0	2	5	2	0
Amillepora17270	chr10	6400888	6417954	+	17067	1851	1745	1709	1833	1630	1681	1344	1623	1102	818	928	930
Amillepora17278	chr10	6512779	6525940	+	13162	109	79	86	125	86	99	154	124	135	162	104	158
Amillepora17273	chr10	6495956	6498927	+	2972	24	18	12	21	20	39	24	14	13	16	7	15
Amillepora17276	chr10	6505588	6507629	-	2042	0	0	1	1	0	1	1	0	1	2	0	3
Amillepora17275	chr10	6504166	6505560	-	1395	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17280	chr10	6613143	6616951	+	3809	0	0	0	0	2	1	0	1	1	3	5	1
Amillepora17281	chr10	6621794	6623014	-	1221	0	0	0	0	1	0	0	0	0	0	0	0
Amillepora17288	chr10	6661819	6663557	-	1739	0	0	0	2	0	1	0	0	0	0	0	0
Amillepora17287	chr10	6647872	6653809	+	5938	4	0	1	2	1	2	4	1	3	6	1	6
Amillepora17293	chr10	6712887	6713903	+	1017	0	0	1	1	1	2	0	1	0	0	0	0
Amillepora17296	chr10	6738644	6739678	+	1035	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17299	chr10	6744345	6744662	+	318	0	0	0	0	0	0	0	0	1	0	0	0
Amillepora17295	chr10	6728101	6729593	+	1493	0	1	3	2	1	4	2	2	2	4	2	1
Amillepora17298	chr10	6743972	6744338	+	367	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17294	chr10	6714196	6717507	+	3312	1	1	0	1	0	0	0	0	1	0	0	0
Amillepora17300	chr10	6747995	6748751	-	757	0	0	0	1	0	1	0	1	0	0	0	2
Amillepora17301	chr10	6748770	6750449	-	1680	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17297	chr10	6739874	6742252	+	2379	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17311	chr10	6777801	6779480	+	1680	1	1	6	5	7	3	1	1	1	0	1	4
Amillepora17316	chr10	6843702	6844553	+	852	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17315	chr10	6807751	6835759	+	28009	39	46	28	32	57	100	45	58	51	62	95	98
Amillepora17317	chr10	6845836	6854491	-	8656	22	22	16	15	31	20	5	10	10	2	10	3
Amillepora17319	chr10	6872646	6877206	-	4561	13	6	7	13	13	23	8	13	16	13	31	12
Amillepora17313	chr10	6791555	6794527	+	2973	0	0	0	2	0	0	0	0	0	0	1	1
Amillepora17314	chr10	6794530	6795898	+	1369	4	0	0	0	0	2	7	3	4	7	3	5
Amillepora17320	chr10	6894243	6902834	-	8592	27	26	23	28	22	36	12	16	22	15	22	15
Amillepora17322	chr10	7027746	7031513	+	3768	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17324	chr10	7066767	7068241	+	1475	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17326	chr10	7072949	7073470	-	522	1	3	1	0	1	7	0	0	2	0	1	0
Amillepora17327	chr10	7073734	7084522	-	10789	10	6	7	11	3	11	5	2	2	1	1	5
Amillepora17323	chr10	7046477	7054044	-	7568	3	1	3	3	8	6	0	1	1	3	2	1
Amillepora17325	chr10	7070615	7072089	+	1475	0	0	0	0	0	0	0	0	0	1	0	0
Amillepora17333	chr10	7138108	7141251	+	3144	1	0	0	0	0	1	2	0	0	0	0	0
Amillepora17330	chr10	7094757	7095482	+	726	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17334	chr10	7141313	7142600	+	1288	0	0	1	0	0	0	0	0	0	0	0	0
Amillepora17331	chr10	7099873	7110418	+	10546	5	6	7	9	10	2	11	5	8	5	8	9
Amillepora17332	chr10	7116174	7116618	+	445	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17339	chr10	7195855	7204371	+	8517	65	47	53	48	57	130	35	47	30	47	38	53
Amillepora17340	chr10	7218557	7224717	+	6161	5	2	1	5	2	4	0	3	1	4	5	2
Amillepora17341	chr10	7233070	7233498	-	429	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17342	chr10	7233550	7236024	-	2475	1	0	1	0	0	0	0	1	1	1	0	1
Amillepora17365	chr10	7294826	7295437	+	612	0	0	0	1	0	0	0	0	0	0	0	0
Amillepora17366	chr10	7295889	7298814	-	2926	1	0	1	1	0	0	1	5	1	0	2	1
Amillepora17363	chr10	7283907	7285316	-	1410	0	0	0	0	0	0	0	0	0	0	0	1
Amillepora17364	chr10	7286540	7288240	-	1701	0	0	0	0	0	0	0	2	1	0	0	2
Amillepora17362	chr10	7282367	7283875	-	1509	1	0	0	1	0	0	6	7	3	10	9	10
Amillepora17373	chr10	7422995	7424941	+	1947	2	2	5	1	6	0	3	4	3	8	5	6
Amillepora17370	chr10	7416811	7418881	+	2071	1	0	2	0	0	0	1	1	1	3	2	1
Amillepora17369	chr10	7415349	7416723	+	1375	0	2	0	0	0	1	1	0	0	0	0	1
Amillepora17376	chr10	7475592	7479780	+	4189	3	1	2	3	0	1	1	2	2	0	0	1
Amillepora17374	chr10	7425317	7426807	-	1491	7	3	2	5	5	5	1	3	0	0	0	0
Amillepora17367	chr10	7388004	7388873	-	870	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17375	chr10	7466511	7468182	+	1672	0	2	0	0	1	0	1	1	2	0	0	1
Amillepora17378	chr10	7534763	7537555	+	2793	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17379	chr10	7560346	7561875	-	1530	0	0	0	0	0	0	1	1	1	0	1	0
Amillepora17377	chr10	7490761	7492161	+	1401	5	8	8	14	15	8	6	8	5	5	4	5
Amillepora17380	chr10	7586846	7591059	-	4214	1	0	0	1	1	2	0	0	0	0	0	0
Amillepora17383	chr10	7649353	7655049	-	5697	2	4	1	2	0	3	2	3	1	4	6	6
Amillepora17382	chr10	7625932	7626374	-	443	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17387	chr10	7670938	7709584	-	38647	257	192	181	218	253	453	249	334	267	280	435	287
Amillepora17384	chr10	7666476	7668540	-	2065	0	0	0	0	0	0	0	0	0	1	0	0
Amillepora17385	chr10	7668649	7669929	-	1281	0	0	0	0	0	0	1	0	0	0	1	0
Amillepora17386	chr10	7669978	7670738	-	761	0	0	0	0	0	1	0	1	0	0	0	0
Amillepora17392	chr10	7808896	7811526	+	2631	4	0	4	1	4	2	1	3	0	1	1	1
Amillepora17391	chr10	7806266	7806874	-	609	0	2	0	3	2	0	0	0	0	0	0	0
Amillepora17393	chr10	7839513	7845243	-	5731	0	0	1	0	1	0	0	0	0	0	1	2
Amillepora17395	chr10	7868853	7870363	-	1511	3	2	3	1	7	0	2	3	4	5	8	1
Amillepora17394	chr10	7865195	7868832	-	3638	1	0	1	2	0	4	1	1	0	3	7	1
Amillepora17400	chr10	7934899	7956474	+	21576	13	12	10	12	10	31	11	11	12	14	25	8
Amillepora17402	chr10	7959846	7962224	-	2379	0	0	0	0	1	0	0	2	0	0	0	2
Amillepora17396	chr10	7885629	7909638	-	24010	8	9	8	11	17	15	7	11	5	10	15	11
Amillepora17403	chr10	7967911	7969164	-	1254	0	0	0	0	0	0	0	0	0	0	0	2
Amillepora17399	chr10	7922077	7922974	-	898	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17398	chr10	7919334	7922015	-	2682	0	0	1	0	0	0	1	0	1	0	1	1
Amillepora17397	chr10	7910058	7919302	-	9245	8	2	7	7	5	10	2	7	9	4	3	3
Amillepora17401	chr10	7959151	7959824	-	674	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17408	chr10	8060408	8062575	-	2168	0	0	0	1	0	0	0	0	1	0	0	0
Amillepora17405	chr10	8004361	8024729	-	20369	43	24	33	42	66	75	22	41	21	35	40	24
Amillepora17406	chr10	8024760	8025487	-	728	0	0	0	0	0	0	0	0	1	0	0	0
Amillepora17407	chr10	8052270	8052654	-	385	2	1	0	1	0	1	0	0	0	0	0	0
Amillepora17463	chr10	8129823	8135609	+	5787	0	1	1	1	1	1	0	0	0	0	0	0
Amillepora17418	chr10	8087132	8092344	+	5213	0	0	0	0	1	1	0	0	0	0	0	0
Amillepora17475	chr10	8176614	8178659	-	2046	4	5	4	7	5	4	0	0	1	0	0	1
Amillepora17473	chr10	8166070	8166366	-	297	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17472	chr10	8156800	8165771	-	8972	5	9	7	8	13	19	11	13	7	11	10	16
Amillepora17419	chr10	8095048	8096371	+	1324	0	0	0	0	1	0	0	0	0	0	0	0
Amillepora17474	chr10	8166388	8168159	-	1772	2	0	1	1	0	2	0	1	0	3	1	0
Amillepora17488	chr10	8252816	8253787	+	972	3	1	1	1	0	6	2	1	3	2	2	2
Amillepora17479	chr10	8219045	8220124	+	1080	1	0	2	0	1	3	1	1	1	0	0	1
Amillepora17483	chr10	8240068	8241675	+	1608	1	0	0	0	0	1	0	0	0	0	0	0
Amillepora17492	chr10	8258431	8259417	+	987	2	1	3	6	1	1	7	11	9	7	12	8
Amillepora17482	chr10	8238562	8239980	+	1419	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17477	chr10	8188613	8189647	-	1035	0	6	1	1	2	5	0	0	0	2	2	0
Amillepora17476	chr10	8187679	8188410	-	732	0	2	0	0	0	0	1	0	0	2	2	2
Amillepora17478	chr10	8207464	8208195	-	732	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17499	chr10	8360140	8363514	+	3375	1	1	0	0	0	1	0	0	0	0	1	1
Amillepora17498	chr10	8352794	8357158	+	4365	1	1	2	3	5	5	0	1	0	0	0	1
Amillepora17493	chr10	8286386	8335264	+	48879	77	66	43	68	88	86	37	41	31	49	60	48
Amillepora17494	chr10	8295227	8296342	-	1116	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17497	chr10	8347575	8349409	-	1835	3	6	3	3	14	5	2	0	0	0	0	1
Amillepora17504	chr10	8414835	8435422	+	20588	76	54	51	71	72	80	59	63	59	64	73	95
Amillepora17506	chr10	8441232	8442561	+	1330	6	1	4	5	4	6	5	0	0	5	0	3
Amillepora17505	chr10	8438260	8439981	-	1722	21	18	22	22	31	25	30	24	9	13	11	19
Amillepora17507	chr10	8444893	8469115	-	24223	410	220	283	354	359	382	382	314	255	344	322	350
Amillepora17500	chr10	8372137	8405646	-	33510	56	30	40	68	50	58	182	228	193	205	266	268
Amillepora17584	chr10	8531410	8534235	-	2826	1	0	0	3	1	2	0	0	0	0	0	0
Amillepora17585	chr10	8538909	8541734	-	2826	0	0	0	0	1	3	1	0	0	3	0	0
Amillepora17586	chr10	8546409	8548799	-	2391	0	1	0	1	0	2	0	0	0	0	0	0
Amillepora17577	chr10	8518983	8521126	-	2144	5	1	1	3	3	3	4	2	2	3	2	3
Amillepora17587	chr10	8559859	8561160	-	1302	2	0	0	1	0	0	0	0	0	0	0	0
Amillepora17588	chr10	8565947	8566736	-	790	0	0	0	0	0	0	1	0	0	0	0	0
Amillepora17591	chr10	8618998	8620107	+	1110	0	2	0	2	1	2	1	3	3	1	1	1
Amillepora17590	chr10	8614969	8618192	-	3224	7	8	2	7	5	11	4	9	5	12	13	19
Amillepora17604	chr10	8743837	8744217	+	381	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17605	chr10	8768671	8768982	-	312	0	0	0	0	0	1	0	0	0	0	1	0
Amillepora17594	chr10	8692092	8694209	-	2118	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17606	chr10	8773939	8777850	-	3912	0	0	0	0	2	1	0	2	0	0	0	0
Amillepora17602	chr10	8727424	8730780	+	3357	0	0	0	0	0	1	1	0	1	0	0	1
Amillepora17603	chr10	8743043	8743404	+	362	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17610	chr10	8858796	8860025	-	1230	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17609	chr10	8853080	8853763	-	684	1	0	0	0	0	0	0	0	0	0	0	0
Amillepora17616	chr10	8963034	8966595	+	3562	1	0	0	0	2	2	1	0	1	0	0	0
Amillepora17612	chr10	8907954	8909065	+	1112	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17613	chr10	8944238	8945273	-	1036	1	0	0	1	0	1	0	0	0	0	0	0
Amillepora17683	chr10	9012213	9014180	-	1968	0	1	2	1	0	5	2	1	1	2	4	1
Amillepora17690	chr10	9091180	9124204	-	33025	33	27	32	29	42	55	11	22	24	25	33	31
Amillepora17695	chr10	9171634	9172475	-	842	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17694	chr10	9167713	9169336	-	1624	1	0	0	0	0	2	1	1	1	0	0	0
Amillepora17701	chr10	9274249	9275043	+	795	11	11	5	15	9	4	4	2	0	0	8	3
Amillepora17702	chr10	9282323	9283048	-	726	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17698	chr10	9192073	9192477	-	405	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17696	chr10	9190589	9191002	-	414	1	0	0	3	1	0	0	0	0	0	0	0
Amillepora17697	chr10	9191079	9191657	-	579	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17705	chr10	9346936	9347163	+	228	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17706	chr10	9347861	9349423	+	1563	0	0	0	2	0	0	0	0	0	0	1	0
Amillepora17717	chr10	9467390	9467869	+	480	0	0	0	1	0	0	0	0	0	0	2	0
Amillepora17714	chr10	9425850	9434481	+	8632	6	4	7	12	11	13	29	47	33	28	36	32
Amillepora17711	chr10	9399154	9425290	+	26137	297	168	229	281	279	342	265	261	234	283	264	292
Amillepora17715	chr10	9440631	9450951	-	10321	68	40	60	77	43	76	14	33	24	50	49	31
Amillepora17725	chr10	9561780	9566708	+	4929	1	0	0	1	1	0	0	0	0	0	2	1
