chr	feature	start	stop	strand	featureID	parentID
chr10	mRNA	5750698	5751605	-	Amillepora17226-RA	Amillepora17226
chr10	mRNA	5679821	5740724	-	Amillepora17222-RA	Amillepora17222
chr10	mRNA	5772833	5777279	+	Amillepora17228-RA	Amillepora17228
chr10	mRNA	5746281	5749212	-	Amillepora17224-RA	Amillepora17224
chr10	mRNA	5847952	5849283	-	Amillepora17234-RA	Amillepora17234
chr10	mRNA	5822572	5823675	-	Amillepora17233-RA	Amillepora17233
chr10	mRNA	5792179	5795418	-	Amillepora17231-RA	Amillepora17231
chr10	mRNA	5781823	5784390	-	Amillepora17229-RA	Amillepora17229
chr10	mRNA	5810302	5813518	-	Amillepora17232-RA	Amillepora17232
chr10	mRNA	5784398	5786688	-	Amillepora17230-RA	Amillepora17230
chr10	mRNA	5856068	5857448	-	Amillepora17235-RA	Amillepora17235
chr10	mRNA	5930585	5932429	+	Amillepora17241-RA	Amillepora17241
chr10	mRNA	5954210	5955124	+	Amillepora17243-RA	Amillepora17243
chr10	mRNA	5902397	5903365	+	Amillepora17238-RA	Amillepora17238
chr10	mRNA	5891984	5893709	+	Amillepora17237-RA	Amillepora17237
chr10	mRNA	5936672	5937301	-	Amillepora17242-RA	Amillepora17242
chr10	mRNA	6050726	6053137	+	Amillepora17250-RA	Amillepora17250
chr10	mRNA	6055155	6055526	+	Amillepora17251-RA	Amillepora17251
chr10	mRNA	6014873	6016420	+	Amillepora17245-RA	Amillepora17245
chr10	mRNA	6044095	6045353	+	Amillepora17248-RA	Amillepora17248
chr10	mRNA	6074775	6078948	-	Amillepora17253-RA	Amillepora17253
chr10	mRNA	6086524	6089573	-	Amillepora17254-RA	Amillepora17254
chr10	mRNA	6056573	6057377	-	Amillepora17252-RA	Amillepora17252
chr10	mRNA	6045540	6047900	+	Amillepora17249-RA	Amillepora17249
chr10	mRNA	6210325	6211854	-	Amillepora17261-RA	Amillepora17261
chr10	mRNA	6156588	6158171	-	Amillepora17259-RA	Amillepora17259
chr10	mRNA	6187002	6188585	-	Amillepora17260-RA	Amillepora17260
chr10	mRNA	6266335	6268394	-	Amillepora17262-RA	Amillepora17262
chr10	mRNA	6366160	6382387	-	Amillepora17269-RA	Amillepora17269
chr10	mRNA	6302478	6305693	-	Amillepora17263-RA	Amillepora17263
chr10	mRNA	6431376	6431780	+	Amillepora17271-RA	Amillepora17271
chr10	mRNA	6400888	6417954	+	Amillepora17270-RA	Amillepora17270
chr10	mRNA	6512779	6525940	+	Amillepora17278-RA	Amillepora17278
chr10	mRNA	6495956	6498927	+	Amillepora17273-RA	Amillepora17273
chr10	mRNA	6505588	6507629	-	Amillepora17276-RA	Amillepora17276
chr10	mRNA	6504166	6505560	-	Amillepora17275-RA	Amillepora17275
chr10	mRNA	6613143	6616951	+	Amillepora17280-RA	Amillepora17280
chr10	mRNA	6621794	6623014	-	Amillepora17281-RA	Amillepora17281
chr10	mRNA	6661819	6663557	-	Amillepora17288-RA	Amillepora17288
chr10	mRNA	6647872	6653809	+	Amillepora17287-RA	Amillepora17287
chr10	mRNA	6712887	6713903	+	Amillepora17293-RA	Amillepora17293
chr10	mRNA	6738644	6739678	+	Amillepora17296-RA	Amillepora17296
chr10	mRNA	6744345	6744662	+	Amillepora17299-RA	Amillepora17299
chr10	mRNA	6728101	6729593	+	Amillepora17295-RA	Amillepora17295
chr10	mRNA	6743972	6744338	+	Amillepora17298-RA	Amillepora17298
chr10	mRNA	6714196	6717507	+	Amillepora17294-RA	Amillepora17294
chr10	mRNA	6747995	6748751	-	Amillepora17300-RA	Amillepora17300
chr10	mRNA	6748770	6750449	-	Amillepora17301-RA	Amillepora17301
chr10	mRNA	6739874	6742252	+	Amillepora17297-RA	Amillepora17297
chr10	mRNA	6777801	6779480	+	Amillepora17311-RA	Amillepora17311
chr10	mRNA	6843702	6844553	+	Amillepora17316-RA	Amillepora17316
chr10	mRNA	6807751	6835759	+	Amillepora17315-RA	Amillepora17315
chr10	mRNA	6845836	6854491	-	Amillepora17317-RA	Amillepora17317
chr10	mRNA	6872646	6877206	-	Amillepora17319-RA	Amillepora17319
chr10	mRNA	6791555	6794527	+	Amillepora17313-RA	Amillepora17313
chr10	mRNA	6794530	6795898	+	Amillepora17314-RA	Amillepora17314
chr10	mRNA	6894243	6902834	-	Amillepora17320-RA	Amillepora17320
chr10	mRNA	7027746	7031513	+	Amillepora17322-RA	Amillepora17322
chr10	mRNA	7066767	7068241	+	Amillepora17324-RA	Amillepora17324
chr10	mRNA	7072949	7073470	-	Amillepora17326-RA	Amillepora17326
chr10	mRNA	7073734	7084522	-	Amillepora17327-RA	Amillepora17327
chr10	mRNA	7046477	7054044	-	Amillepora17323-RA	Amillepora17323
chr10	mRNA	7070615	7072089	+	Amillepora17325-RA	Amillepora17325
chr10	mRNA	7138108	7141251	+	Amillepora17333-RA	Amillepora17333
chr10	mRNA	7094757	7095482	+	Amillepora17330-RA	Amillepora17330
chr10	mRNA	7141313	7142600	+	Amillepora17334-RA	Amillepora17334
chr10	mRNA	7099873	7110418	+	Amillepora17331-RA	Amillepora17331
chr10	mRNA	7116174	7116618	+	Amillepora17332-RA	Amillepora17332
chr10	mRNA	7195855	7204371	+	Amillepora17339-RA	Amillepora17339
chr10	mRNA	7218557	7224717	+	Amillepora17340-RA	Amillepora17340
chr10	mRNA	7233070	7233498	-	Amillepora17341-RA	Amillepora17341
chr10	mRNA	7233550	7236024	-	Amillepora17342-RA	Amillepora17342
chr10	mRNA	7294826	7295437	+	Amillepora17365-RA	Amillepora17365
chr10	mRNA	7295889	7298814	-	Amillepora17366-RA	Amillepora17366
chr10	mRNA	7283907	7285316	-	Amillepora17363-RA	Amillepora17363
chr10	mRNA	7286540	7288240	-	Amillepora17364-RA	Amillepora17364
chr10	mRNA	7282367	7283875	-	Amillepora17362-RA	Amillepora17362
chr10	mRNA	7422995	7424941	+	Amillepora17373-RA	Amillepora17373
chr10	mRNA	7416811	7418881	+	Amillepora17370-RA	Amillepora17370
chr10	mRNA	7415349	7416723	+	Amillepora17369-RA	Amillepora17369
chr10	mRNA	7475592	7479780	+	Amillepora17376-RA	Amillepora17376
chr10	mRNA	7425317	7426807	-	Amillepora17374-RA	Amillepora17374
chr10	mRNA	7388004	7388873	-	Amillepora17367-RA	Amillepora17367
chr10	mRNA	7466511	7468182	+	Amillepora17375-RA	Amillepora17375
chr10	mRNA	7534763	7537555	+	Amillepora17378-RA	Amillepora17378
chr10	mRNA	7560346	7561875	-	Amillepora17379-RA	Amillepora17379
chr10	mRNA	7490761	7492161	+	Amillepora17377-RA	Amillepora17377
chr10	mRNA	7586846	7591059	-	Amillepora17380-RA	Amillepora17380
chr10	mRNA	7649353	7655049	-	Amillepora17383-RA	Amillepora17383
chr10	mRNA	7625932	7626374	-	Amillepora17382-RA	Amillepora17382
chr10	mRNA	7670938	7709584	-	Amillepora17387-RA	Amillepora17387
chr10	mRNA	7666476	7668540	-	Amillepora17384-RA	Amillepora17384
chr10	mRNA	7668649	7669929	-	Amillepora17385-RA	Amillepora17385
chr10	mRNA	7669978	7670738	-	Amillepora17386-RA	Amillepora17386
chr10	mRNA	7808896	7811526	+	Amillepora17392-RA	Amillepora17392
chr10	mRNA	7806266	7806874	-	Amillepora17391-RA	Amillepora17391
chr10	mRNA	7839513	7845243	-	Amillepora17393-RA	Amillepora17393
chr10	mRNA	7868853	7870363	-	Amillepora17395-RA	Amillepora17395
chr10	mRNA	7865195	7868832	-	Amillepora17394-RA	Amillepora17394
chr10	mRNA	7934899	7956474	+	Amillepora17400-RA	Amillepora17400
chr10	mRNA	7959846	7962224	-	Amillepora17402-RA	Amillepora17402
chr10	mRNA	7885629	7909638	-	Amillepora17396-RA	Amillepora17396
chr10	mRNA	7967911	7969164	-	Amillepora17403-RA	Amillepora17403
chr10	mRNA	7922077	7922974	-	Amillepora17399-RA	Amillepora17399
chr10	mRNA	7919334	7922015	-	Amillepora17398-RA	Amillepora17398
chr10	mRNA	7910058	7919302	-	Amillepora17397-RA	Amillepora17397
chr10	mRNA	7959151	7959824	-	Amillepora17401-RA	Amillepora17401
chr10	mRNA	8060408	8062575	-	Amillepora17408-RA	Amillepora17408
chr10	mRNA	8004361	8024729	-	Amillepora17405-RA	Amillepora17405
chr10	mRNA	8024760	8025487	-	Amillepora17406-RA	Amillepora17406
chr10	mRNA	8052270	8052654	-	Amillepora17407-RA	Amillepora17407
chr10	mRNA	8129823	8135609	+	Amillepora17463-RA	Amillepora17463
chr10	mRNA	8087132	8092344	+	Amillepora17418-RA	Amillepora17418
chr10	mRNA	8176614	8178659	-	Amillepora17475-RA	Amillepora17475
chr10	mRNA	8166070	8166366	-	Amillepora17473-RA	Amillepora17473
chr10	mRNA	8156800	8165771	-	Amillepora17472-RA	Amillepora17472
chr10	mRNA	8095048	8096371	+	Amillepora17419-RA	Amillepora17419
chr10	mRNA	8166388	8168159	-	Amillepora17474-RA	Amillepora17474
chr10	mRNA	8252816	8253787	+	Amillepora17488-RA	Amillepora17488
chr10	mRNA	8219045	8220124	+	Amillepora17479-RA	Amillepora17479
chr10	mRNA	8240068	8241675	+	Amillepora17483-RA	Amillepora17483
chr10	mRNA	8258431	8259417	+	Amillepora17492-RA	Amillepora17492
chr10	mRNA	8238562	8239980	+	Amillepora17482-RA	Amillepora17482
chr10	mRNA	8188613	8189647	-	Amillepora17477-RA	Amillepora17477
chr10	mRNA	8187679	8188410	-	Amillepora17476-RA	Amillepora17476
chr10	mRNA	8207464	8208195	-	Amillepora17478-RA	Amillepora17478
chr10	mRNA	8360140	8363514	+	Amillepora17499-RA	Amillepora17499
chr10	mRNA	8352794	8357158	+	Amillepora17498-RA	Amillepora17498
chr10	mRNA	8286386	8335264	+	Amillepora17493-RA	Amillepora17493
chr10	mRNA	8295227	8296342	-	Amillepora17494-RA	Amillepora17494
chr10	mRNA	8347575	8349409	-	Amillepora17497-RA	Amillepora17497
chr10	mRNA	8414835	8435422	+	Amillepora17504-RA	Amillepora17504
chr10	mRNA	8441232	8442561	+	Amillepora17506-RA	Amillepora17506
chr10	mRNA	8438260	8439981	-	Amillepora17505-RA	Amillepora17505
chr10	mRNA	8444893	8469115	-	Amillepora17507-RA	Amillepora17507
chr10	mRNA	8372137	8405646	-	Amillepora17500-RA	Amillepora17500
chr10	mRNA	8531410	8534235	-	Amillepora17584-RA	Amillepora17584
chr10	mRNA	8538909	8541734	-	Amillepora17585-RA	Amillepora17585
chr10	mRNA	8546409	8548799	-	Amillepora17586-RA	Amillepora17586
chr10	mRNA	8518983	8521126	-	Amillepora17577-RA	Amillepora17577
chr10	mRNA	8559859	8561160	-	Amillepora17587-RA	Amillepora17587
chr10	mRNA	8565947	8566736	-	Amillepora17588-RA	Amillepora17588
chr10	mRNA	8618998	8620107	+	Amillepora17591-RA	Amillepora17591
chr10	mRNA	8614969	8618192	-	Amillepora17590-RA	Amillepora17590
chr10	mRNA	8743837	8744217	+	Amillepora17604-RA	Amillepora17604
chr10	mRNA	8768671	8768982	-	Amillepora17605-RA	Amillepora17605
chr10	mRNA	8692092	8694209	-	Amillepora17594-RA	Amillepora17594
chr10	mRNA	8773939	8777850	-	Amillepora17606-RA	Amillepora17606
chr10	mRNA	8727424	8730780	+	Amillepora17602-RA	Amillepora17602
chr10	mRNA	8743043	8743404	+	Amillepora17603-RA	Amillepora17603
chr10	mRNA	8858796	8860025	-	Amillepora17610-RA	Amillepora17610
chr10	mRNA	8853080	8853763	-	Amillepora17609-RA	Amillepora17609
chr10	mRNA	8963034	8966595	+	Amillepora17616-RA	Amillepora17616
chr10	mRNA	8907954	8909065	+	Amillepora17612-RA	Amillepora17612
chr10	mRNA	8944238	8945273	-	Amillepora17613-RA	Amillepora17613
chr10	mRNA	9012213	9014180	-	Amillepora17683-RA	Amillepora17683
chr10	mRNA	9091180	9124204	-	Amillepora17690-RA	Amillepora17690
chr10	mRNA	9171634	9172475	-	Amillepora17695-RA	Amillepora17695
chr10	mRNA	9167713	9169336	-	Amillepora17694-RA	Amillepora17694
chr10	mRNA	9274249	9275043	+	Amillepora17701-RA	Amillepora17701
chr10	mRNA	9282323	9283048	-	Amillepora17702-RA	Amillepora17702
chr10	mRNA	9192073	9192477	-	Amillepora17698-RA	Amillepora17698
chr10	mRNA	9190589	9191002	-	Amillepora17696-RA	Amillepora17696
chr10	mRNA	9191079	9191657	-	Amillepora17697-RA	Amillepora17697
chr10	mRNA	9346936	9347163	+	Amillepora17705-RA	Amillepora17705
chr10	mRNA	9347861	9349423	+	Amillepora17706-RA	Amillepora17706
chr10	mRNA	9467390	9467869	+	Amillepora17717-RA	Amillepora17717
chr10	mRNA	9425850	9434481	+	Amillepora17714-RA	Amillepora17714
chr10	mRNA	9399154	9425290	+	Amillepora17711-RA	Amillepora17711
chr10	mRNA	9440631	9450951	-	Amillepora17715-RA	Amillepora17715
chr10	mRNA	9561780	9566708	+	Amillepora17725-RA	Amillepora17725
chr10	mRNA	9500461	9500838	+	Amillepora17719-RA	Amillepora17719
chr10	mRNA	9548516	9552275	+	Amillepora17723-RA	Amillepora17723
chr10	mRNA	9524098	9526796	-	Amillepora17721-RA	Amillepora17721
chr10	mRNA	9581425	9586557	-	Amillepora17726-RA	Amillepora17726
chr10	mRNA	9552276	9553216	+	Amillepora17724-RA	Amillepora17724
chr10	mRNA	9504132	9505141	+	Amillepora17720-RA	Amillepora17720
chr10	mRNA	9643838	9645490	+	Amillepora17728-RA	Amillepora17728
chr10	mRNA	9602674	9616178	+	Amillepora17727-RA	Amillepora17727
chr10	mRNA	9727403	9731380	+	Amillepora17730-RA	Amillepora17730
chr10	mRNA	9732245	9733321	+	Amillepora17731-RA	Amillepora17731
chr10	mRNA	9724810	9726712	+	Amillepora17729-RA	Amillepora17729
chr10	mRNA	9856799	9858695	-	Amillepora17745-RA	Amillepora17745
chr10	mRNA	9800631	9810855	-	Amillepora17743-RA	Amillepora17743
chr10	mRNA	9789345	9790144	-	Amillepora17738-RA	Amillepora17738
chr10	mRNA	9788380	9789218	-	Amillepora17737-RA	Amillepora17737
chr10	mRNA	9791906	9792301	-	Amillepora17741-RA	Amillepora17741
chr10	mRNA	9792321	9793823	-	Amillepora17742-RA	Amillepora17742
chr10	mRNA	9858782	9866030	-	Amillepora17746-RA	Amillepora17746
chr10	mRNA	9791270	9791869	-	Amillepora17740-RA	Amillepora17740
chr10	mRNA	9790166	9791257	-	Amillepora17739-RA	Amillepora17739
chr10	mRNA	9845005	9845543	+	Amillepora17744-RA	Amillepora17744
chr10	mRNA	9933939	9937490	+	Amillepora17753-RA	Amillepora17753
chr10	mRNA	9886671	9887618	+	Amillepora17751-RA	Amillepora17751
chr10	mRNA	9953347	9955304	+	Amillepora17754-RA	Amillepora17754
chr10	mRNA	9873400	9876897	+	Amillepora17749-RA	Amillepora17749
chr10	mRNA	9887766	9890102	+	Amillepora17752-RA	Amillepora17752
chr10	mRNA	10029191	10035624	+	Amillepora17756-RA	Amillepora17756
chr10	mRNA	10019016	10026071	-	Amillepora17755-RA	Amillepora17755
chr10	mRNA	10044287	10045463	-	Amillepora17758-RA	Amillepora17758
chr10	mRNA	10038032	10042256	-	Amillepora17757-RA	Amillepora17757
chr10	mRNA	10173225	10175051	+	Amillepora17766-RA	Amillepora17766
chr10	mRNA	10131682	10132569	+	Amillepora17763-RA	Amillepora17763
chr10	mRNA	10110625	10125484	+	Amillepora17762-RA	Amillepora17762
chr10	mRNA	10102993	10104867	-	Amillepora17761-RA	Amillepora17761
chr10	mRNA	10054710	10096712	-	Amillepora17759-RA	Amillepora17759
chr10	mRNA	10144994	10162834	-	Amillepora17764-RA	Amillepora17764
chr10	mRNA	10201346	10203672	+	Amillepora17769-RA	Amillepora17769
chr10	mRNA	10222633	10237428	+	Amillepora17771-RA	Amillepora17771
chr10	mRNA	10259971	10265735	+	Amillepora17773-RA	Amillepora17773
chr10	mRNA	10176533	10202812	-	Amillepora17767-RA	Amillepora17767
chr10	mRNA	10241473	10258655	+	Amillepora17772-RA	Amillepora17772
chr10	mRNA	10208925	10209557	+	Amillepora17770-RA	Amillepora17770
chr10	mRNA	10304675	10317897	+	Amillepora17778-RA	Amillepora17778
chr10	mRNA	10356030	10368066	+	Amillepora17783-RA	Amillepora17783
chr10	mRNA	10346595	10348424	+	Amillepora17782-RA	Amillepora17782
chr10	mRNA	10384791	10387845	+	Amillepora17786-RA	Amillepora17786
chr10	mRNA	10327762	10328478	-	Amillepora17780-RA	Amillepora17780
chr10	mRNA	10333961	10340345	-	Amillepora17781-RA	Amillepora17781
chr10	mRNA	10297415	10299022	+	Amillepora17777-RA	Amillepora17777
chr10	mRNA	10425088	10427552	+	Amillepora17792-RA	Amillepora17792
chr10	mRNA	10424355	10425044	+	Amillepora17791-RA	Amillepora17791
chr10	mRNA	10409224	10412128	-	Amillepora17790-RA	Amillepora17790
chr10	mRNA	10476792	10477841	-	Amillepora17795-RA	Amillepora17795
chr10	mRNA	10432435	10433220	-	Amillepora17793-RA	Amillepora17793
chr10	mRNA	10478683	10480958	-	Amillepora17796-RA	Amillepora17796
chr10	mRNA	10384805	10387320	-	Amillepora17787-RA	Amillepora17787
chr10	mRNA	10390677	10391690	-	Amillepora17788-RA	Amillepora17788
chr10	mRNA	10384016	10384346	-	Amillepora17785-RA	Amillepora17785
chr10	mRNA	10371227	10383940	-	Amillepora17784-RA	Amillepora17784
chr10	mRNA	10464217	10476655	-	Amillepora17794-RA	Amillepora17794
chr10	mRNA	10558813	10559801	+	Amillepora17805-RA	Amillepora17805
chr10	mRNA	10490814	10492243	+	Amillepora17797-RA	Amillepora17797
chr10	mRNA	10562863	10565167	+	Amillepora17806-RA	Amillepora17806
chr10	mRNA	10495918	10503189	+	Amillepora17799-RA	Amillepora17799
chr10	mRNA	10492424	10495736	-	Amillepora17798-RA	Amillepora17798
chr10	mRNA	10551777	10558563	-	Amillepora17803-RA	Amillepora17803
chr10	mRNA	10526863	10528729	-	Amillepora17801-RA	Amillepora17801
chr10	mRNA	10531284	10533375	-	Amillepora17802-RA	Amillepora17802
chr10	mRNA	10525975	10526516	-	Amillepora17800-RA	Amillepora17800
chr10	mRNA	10630529	10631655	+	Amillepora17808-RA	Amillepora17808
chr10	mRNA	10673168	10678740	+	Amillepora17811-RA	Amillepora17811
chr10	mRNA	10622362	10627187	-	Amillepora17807-RA	Amillepora17807
chr10	mRNA	10727494	10742375	+	Amillepora17814-RA	Amillepora17814
chr10	mRNA	10757151	10759740	-	Amillepora17816-RA	Amillepora17816
chr10	mRNA	10747075	10753529	-	Amillepora17815-RA	Amillepora17815
chr10	mRNA	10681525	10713514	-	Amillepora17812-RA	Amillepora17812
chr10	mRNA	10865846	10869493	+	Amillepora17822-RA	Amillepora17822
chr10	mRNA	10841077	10842450	+	Amillepora17819-RA	Amillepora17819
chr10	mRNA	10880427	10884242	+	Amillepora17824-RA	Amillepora17824
chr10	mRNA	10769752	10815755	-	Amillepora17817-RA	Amillepora17817
chr10	mRNA	10843240	10845207	+	Amillepora17821-RA	Amillepora17821
chr10	mRNA	10842679	10843163	+	Amillepora17820-RA	Amillepora17820
chr10	mRNA	10900278	10903619	+	Amillepora17825-RA	Amillepora17825
chr10	mRNA	10944726	10955086	-	Amillepora17827-RA	Amillepora17827
chr10	mRNA	10942367	10943778	-	Amillepora17826-RA	Amillepora17826
chr10	mRNA	10983058	11001242	+	Amillepora17828-RA	Amillepora17828
chr10	mRNA	11028929	11035730	+	Amillepora17833-RA	Amillepora17833
chr10	mRNA	11058492	11058680	+	Amillepora17836-RA	Amillepora17836
chr10	mRNA	11054025	11058488	+	Amillepora17835-RA	Amillepora17835
chr10	mRNA	11019815	11026574	+	Amillepora17832-RA	Amillepora17832
chr10	mRNA	11058705	11059606	+	Amillepora17837-RA	Amillepora17837
chr10	mRNA	11059840	11061455	+	Amillepora17838-RA	Amillepora17838
chr10	mRNA	11017688	11017955	-	Amillepora17830-RA	Amillepora17830
chr10	mRNA	11065129	11067725	-	Amillepora17839-RA	Amillepora17839
chr10	mRNA	11014633	11017514	-	Amillepora17829-RA	Amillepora17829
chr10	mRNA	11018027	11018780	-	Amillepora17831-RA	Amillepora17831
chr10	mRNA	11070485	11096075	+	Amillepora17840-RA	Amillepora17840
chr10	mRNA	11176726	11180650	+	Amillepora17847-RA	Amillepora17847
chr10	mRNA	11166107	11167197	+	Amillepora17845-RA	Amillepora17845
chr10	mRNA	11100363	11107874	+	Amillepora17843-RA	Amillepora17843
chr10	mRNA	11168292	11168756	-	Amillepora17846-RA	Amillepora17846
chr10	mRNA	11209331	11211172	+	Amillepora17852-RA	Amillepora17852
chr10	mRNA	11234128	11242035	+	Amillepora17856-RA	Amillepora17856
chr10	mRNA	11212795	11213541	+	Amillepora17855-RA	Amillepora17855
chr10	mRNA	11248974	11254459	+	Amillepora17857-RA	Amillepora17857
chr10	mRNA	11211556	11212219	+	Amillepora17854-RA	Amillepora17854
chr10	mRNA	11208738	11209322	+	Amillepora17851-RA	Amillepora17851
chr10	mRNA	11191487	11192758	-	Amillepora17849-RA	Amillepora17849
chr10	mRNA	11182235	11187840	-	Amillepora17848-RA	Amillepora17848
chr10	mRNA	11211265	11211540	+	Amillepora17853-RA	Amillepora17853
chr10	mRNA	11345866	11346410	+	Amillepora17863-RA	Amillepora17863
chr10	mRNA	11284122	11309832	+	Amillepora17860-RA	Amillepora17860
chr10	mRNA	11377160	11380623	+	Amillepora17864-RA	Amillepora17864
chr10	mRNA	11453903	11476216	+	Amillepora17870-RA	Amillepora17870
chr10	mRNA	11424094	11425359	+	Amillepora17867-RA	Amillepora17867
chr10	mRNA	11415526	11422357	+	Amillepora17866-RA	Amillepora17866
chr10	mRNA	11413897	11414959	-	Amillepora17865-RA	Amillepora17865
chr10	mRNA	11444426	11453790	-	Amillepora17868-RA	Amillepora17868
chr10	mRNA	11479878	11481050	-	Amillepora17872-RA	Amillepora17872
chr10	mRNA	11485562	11489606	-	Amillepora17874-RA	Amillepora17874
chr10	mRNA	11481145	11483044	-	Amillepora17873-RA	Amillepora17873
chr10	mRNA	11572932	11579883	+	Amillepora17882-RA	Amillepora17882
chr10	mRNA	11550301	11552010	+	Amillepora17878-RA	Amillepora17878
chr10	mRNA	11547312	11548214	+	Amillepora17877-RA	Amillepora17877
chr10	mRNA	11555137	11555749	+	Amillepora17879-RA	Amillepora17879
chr10	mRNA	11557867	11559968	+	Amillepora17881-RA	Amillepora17881
chr10	mRNA	11555756	11557610	+	Amillepora17880-RA	Amillepora17880
chr10	mRNA	11582783	11585967	-	Amillepora17883-RA	Amillepora17883
chr10	mRNA	11519500	11520593	-	Amillepora17875-RA	Amillepora17875
chr10	mRNA	11539915	11540808	-	Amillepora17876-RA	Amillepora17876
chr10	mRNA	11622583	11626907	+	Amillepora17887-RA	Amillepora17887
chr10	mRNA	11641766	11647954	+	Amillepora17889-RA	Amillepora17889
chr10	mRNA	11657648	11675411	+	Amillepora17890-RA	Amillepora17890
chr10	mRNA	11629413	11633132	-	Amillepora17888-RA	Amillepora17888
chr10	mRNA	11684519	11685488	-	Amillepora17891-RA	Amillepora17891
chr10	mRNA	11597573	11599722	-	Amillepora17884-RA	Amillepora17884
chr10	mRNA	11608432	11608882	-	Amillepora17885-RA	Amillepora17885
chr10	mRNA	11612788	11614040	+	Amillepora17886-RA	Amillepora17886
chr10	mRNA	11700736	11716541	+	Amillepora17893-RA	Amillepora17893
chr10	mRNA	11728461	11729370	+	Amillepora17895-RA	Amillepora17895
chr10	mRNA	11717384	11718576	-	Amillepora17894-RA	Amillepora17894
chr10	mRNA	11696168	11700620	-	Amillepora17892-RA	Amillepora17892
chr10	mRNA	11741173	11742132	-	Amillepora17896-RA	Amillepora17896
chr10	mRNA	11780588	11781267	-	Amillepora17903-RA	Amillepora17903
chr10	mRNA	11871814	11873365	+	Amillepora17919-RA	Amillepora17919
chr10	mRNA	11849461	11862812	+	Amillepora17918-RA	Amillepora17918
chr10	mRNA	11836511	11837290	+	Amillepora17914-RA	Amillepora17914
chr10	mRNA	11769173	11769961	+	Amillepora17899-RA	Amillepora17899
chr10	mRNA	11789272	11790030	+	Amillepora17906-RA	Amillepora17906
chr10	mRNA	11778222	11778561	+	Amillepora17902-RA	Amillepora17902
chr10	mRNA	11795250	11798828	+	Amillepora17907-RA	Amillepora17907
chr10	mRNA	11770613	11772388	+	Amillepora17900-RA	Amillepora17900
chr10	mRNA	11798863	11799947	+	Amillepora17908-RA	Amillepora17908
chr10	mRNA	11780841	11782679	+	Amillepora17904-RA	Amillepora17904
chr10	mRNA	11818027	11818848	+	Amillepora17912-RA	Amillepora17912
chr10	mRNA	11775467	11776267	+	Amillepora17901-RA	Amillepora17901
chr10	mRNA	11768175	11768441	+	Amillepora17898-RA	Amillepora17898
chr10	mRNA	11805503	11806276	+	Amillepora17909-RA	Amillepora17909
chr10	mRNA	11808401	11809207	+	Amillepora17910-RA	Amillepora17910
chr10	mRNA	11765820	11768151	+	Amillepora17897-RA	Amillepora17897
